DEP	AR	CT	COM	LEG	JO	EFF	DTR	MOD	C-LOFF	C-LANC	NBCOM	RANGCOM	COMECH	POPECH	SUECH	DEPANC	ARRANC	CTANC	TNCCOFF	NCCOFF	TNCCANC	NCCANC
03	2	16	155	D08-10-1958	12-10-1958	13-10-1958	13-10-1958	10											0	Lurcy-Lévis	0	Lurcy-Lévy
03	1	05	159	A23-05-1996		01-06-1996	01-06-1996	63					03052	0	0				0	Malicorne		
03	1	17	161	D12-01-1955	16-01-1955	17-01-1955	17-01-1955	10											0	Marcillat-en-Combraille	0	Marcillat
03	3	08	181	D22-09-1948	24-09-1948	25-09-1948	25-09-1948	10											0	Montcombroux-les-Mines	0	Montcombroux
03			199	D08-02-1972	15-02-1972	01-03-1972	01-03-1972	31					03315						0	Neuville		
03	3	10	227	D10-11-1961	15-11-1961	16-11-1961	16-11-1961	10											0	Saint-Didier-la-Forêt	0	Saint-Didier-en-Rollat
03	1	32	279	D22-09-1948	24-09-1948	25-09-1948	25-09-1948	10											0	Teillet-Argenty	0	Teillet
03	1	22	315	D08-02-1972	15-02-1972	01-03-1972	01-03-1972	11											0	Villefranche-d'Allier	0	Villefranche
03	1	22	315	D08-02-1972	15-02-1972	01-03-1972	01-03-1972	32			1	1	03199						0	Villefranche-d'Allier		
04			002	A30-03-1973	21-06-1973	01-04-1973	01-04-1973	31					04167						1	Ainac		
04			003	A13-04-1973	25-05-1973	15-04-1973	15-04-1973	33					04081						1	Albiosc		
04	3	21	004	D16-10-1953	21-10-1953	22-10-1953	22-10-1953	10											1	Allemagne-en-Provence	1	Allemagne
04	3	11	009	A11-12-1979	27-01-1980	01-01-1980	01-01-1980	21					04072						1	Archail		
04	3	11	009	A27-06-1973	03-02-1974	01-07-1973	01-07-1973	33					04072						1	Archail		
04			010	A31-08-1973	03-02-1974	01-01-1974	01-01-1974	33					04136						1	Argens		
04			011	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	33					04023						1	Astoin		
04			014	A30-11-1973	26-12-1973	01-01-1974	01-01-1974	33					04109						1	Augès		
04			015	A17-07-1973	26-08-1973	01-09-1973	01-09-1973	31					04177						1	Auribeau		
04	4	28	023	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	34			3	1	04011						0	Bayons		
04	4	28	023	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	34			3	2	04082						0	Bayons		
04	4	28	023	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	34			3	3	04165						0	Bayons		
04			029	A19-10-1977	30-11-1977	01-01-1978	01-01-1978	33					04155						0	Blégiers		
04			038	A31-10-2013		01-01-2014		35					04208						0	Carniol		
04			038	A17-01-1974	28-02-1974	01-03-1974	01-03-1974	33					04208						0	Carniol		
04	2	06	039	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	32			5	1	04048						0	Castellane		
04	2	06	039	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	32			5	2	04078						0	Castellane		
04	2	06	039	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	32			5	3	04168						0	Castellane		
04	2	06	039	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	32			5	4	04212						0	Castellane		
04	2	06	039	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	32			5	5	04215						0	Castellane		
04	2	06	039	A29-04-1964	16-06-1964	01-06-1964	01-06-1964	32			1	1	04239						0	Castellane		
04	2	06	039	A02-06-1948	04-07-1948	05-07-1948	05-07-1948	32			1	1	04044						0	Castellane		
04	3	31	040	I22-01-2007	22-01-2007	01-01-2010	01-01-2010	10											2	Castellard-Mélan	2	Castellard-Melan
04	3	31	040	A22-01-2007		01-02-2007	01-02-2007	36					04117						2	Castellard-Melan		
04	3	31	040	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	11											2	Castellard-Melan	2	Castellard
04	3	31	040	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	34			1	1	04117						2	Castellard-Melan		
04	2	09	043	A17-05-1983		01-06-1983	01-06-1983	36					04243						0	Val-de-Chalvagne		
04	2	09	043	A17-05-1983		01-06-1983	01-06-1983	36					04125						0	Val-de-Chalvagne		
04	2	09	043	A08-11-1973	15-12-1973	01-01-1974	01-01-1974	11											0	Val-de-Chalvagne	0	Castellet-Saint-Cassien
04	2	09	043	A08-11-1973	15-12-1973	01-01-1974	01-01-1974	34			2	1	04125						0	Val-de-Chalvagne		
04	2	09	043	A08-11-1973	15-12-1973	01-01-1974	01-01-1974	34			2	2	04243						0	Val-de-Chalvagne		
04			044	A02-06-1948	04-07-1948	05-07-1948	05-07-1948	31					04039						0	Castillon		
04	3	31	046	A06-07-1973	03-08-1973	01-09-1973	01-09-1973	32			1	1	04083						2	Chaffaut-Saint-Jurson		
04	3	31	046	D14-12-1962	19-12-1962	20-12-1962	20-12-1962	11											2	Chaffaut-Saint-Jurson	2	Chaffaut-Lagremuse
04	3	31	046	D14-12-1962	19-12-1962	20-12-1962	20-12-1962	32			1	1	04185						2	Chaffaut-Saint-Jurson		
04			048	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	31					04039						0	Chasteuil		
04	4	30	049	D13-12-1991	19-12-1991	20-12-1991	20-12-1991	10											0	Château-Arnoux-Saint-Auban	0	Château-Arnoux
04			052	A01-02-1974	28-02-1974	01-03-1974	01-03-1974	33					04144						0	Châteauneuf-lès-Moustiers		
04			056	A31-08-1973	03-02-1974	01-01-1974	01-01-1974	31					04108						0	Chénerilles		
04			060	A31-01-1974	28-02-1974	01-03-1974	01-03-1974	31					04219						0	Saint-Michel-Peyresq		
04			060	A09-10-1964	09-12-1964	01-11-1964	01-11-1964	11											0	Saint-Michel-Peyresq	0	Colle-Saint-Michel
04			060	A09-10-1964	09-12-1964	01-11-1964	01-11-1964	32			1	1	04147						0	Saint-Michel-Peyresq		
04			064	A27-07-1966	04-09-1966	05-09-1966	05-09-1966	31					04173						0	Courchons		
04	3	97	070	D21-06-1988	24-06-1988	25-06-1988	25-06-1988	10											0	Digne-les-Bains	0	Digne
04	3	97	070	A25-01-1974	28-02-1974	01-03-1974	01-03-1974	32			1	1	04071						0	Digne		
04			071	A25-01-1974	28-02-1974	01-03-1974	01-03-1974	31					04070						4	Dourbes		
04	3	11	072	A11-12-1979	27-01-1980	01-01-1980	01-01-1980	12											0	Draix	0	Archail-Draix
04	3	11	072	A11-12-1979	27-01-1980	01-01-1980	01-01-1980	23					04009						0	Draix		
04	3	11	072	A27-06-1973	03-02-1974	01-07-1973	01-07-1973	11											0	Archail-Draix	0	Draix
04	3	11	072	A27-06-1973	03-02-1974	01-07-1973	01-07-1973	34			1	1	04009						0	Archail-Draix		
04	4	27	075	A09-11-1983	09-11-1983	10-11-1983	10-11-1983	36					04238						1	Entrepierres		
04	4	27	075	A01-03-1977		01-03-1977	01-03-1977	36					04196						1	Entrepierres		
04	4	27	075	A24-09-1973	25-10-1973	01-01-1974	01-01-1974	34			2	1	04196						1	Entrepierres		
04	4	27	075	A24-09-1973	25-10-1973	01-01-1974	01-01-1974	34			2	2	04238						1	Entrepierres		
04			078	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	31					04039						1	Eoulx		
04			080	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	31					04097						1	Esclangon		
04	3	21	081	A13-04-1973	25-05-1973	15-04-1973	15-04-1973	34			1	1	04003						1	Esparron-de-Verdon		
04			082	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	33					04023						1	Esparron-la-Bâtie		
04			083	A06-07-1973	03-08-1973	01-09-1973	01-09-1973	31					04046						1	Espinouse		
04	3	15	084	A13-04-1973	25-05-1973	15-04-1973	15-04-1973	32			1	1	04221						1	Estoublon		
04			089	A26-10-1977A15-12-1977		26-10-1977	26-10-1977	35					04226						0	Fours		
04			089	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	33					04226						0	Fours		
04	3	11	097	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	32			1	1	04080						3	Javie		
04			098	A30-03-1973	21-06-1973	01-04-1973	01-04-1973	31					04167						0	Lambert		
04	1	12	102	A03-03-1959	15-05-1959	16-05-1959	16-05-1959	11											2	Lauzet-Ubaye	2	Lauzet
04	1	12	102	A03-03-1959	15-05-1959	16-05-1959	16-05-1959	32			1	1	04223						2	Lauzet-Ubaye		
04			103	D23-01-1951	25-01-1951	26-01-1951	26-01-1951	31					04107						0	Levens		
04			105	A03-08-1973	18-09-1973	01-01-1974	01-01-1974	33					04192						0	Lincel		
04	3	15	107	D23-01-1951	25-01-1951	26-01-1951	26-01-1951	32			1	1	04103						0	Majastres		
04	3	14	108	A31-08-1973	03-02-1974	01-01-1974	01-01-1974	32			1	1	04056						0	Malijai		
04	4	23	109	A31-12-1975D25-11-1976		01-01-1976	01-01-1976	61					04149	0					0	Mallefougasse-Augès		
04	4	23	109	A30-11-1973	26-12-1973	01-01-1974	01-01-1974	11											0	Mallefougasse-Augès	0	Mallefougasse
04	4	23	109	A30-11-1973	26-12-1973	01-01-1974	01-01-1974	34			1	1	04014						0	Mallefougasse-Augès		
04	4	98	112			12-06-1980	12-06-1980	23					04190						0	Manosque		
04	4	98	112	A29-11-1974	04-03-1975	01-01-1975	01-01-1975	34			1	1	04190						0	Manosque		
04			114	A27-04-1987		01-05-1987	01-05-1987	35					04155						0	Mariaud		
04			114	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	33					04155						0	Mariaud		
04			117	A22-01-2007		01-02-2007	01-02-2007	35					04040						0	Melan		
04			117	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	33					04040						0	Melan		
04			119	A06-10-1982		01-11-1982	01-11-1982	35					04161						0	Méolans		
04			119	A14-05-1973	14-06-1973	15-05-1973	15-05-1973	33					04161						0	Méolans		
04	3	21	124	A01-01-1974	12-02-1974	01-01-1974	01-01-1974	11											0	Montagnac-Montpezat	0	Montagnac
04	3	21	124	A01-01-1974	12-02-1974	01-01-1974	01-01-1974	34			1	1	04131						0	Montagnac-Montpezat		
04			125	A17-05-1983		01-06-1983	01-06-1983	35					04043						0	Montblanc		
04			125	A08-11-1973	15-12-1973	01-01-1974	01-01-1974	33					04043						0	Montblanc		
04			131	A01-01-1974	12-02-1974	01-01-1974	01-01-1974	33					04124						0	Montpezat		
04	4	16	134	D21-06-1988	24-06-1988	25-06-1988	25-06-1988	10											3	Motte-du-Caire	3	Motte
04	2	22	136	A31-08-1973	03-02-1974	01-01-1974	01-01-1974	11											3	Mure-Argens	0	Mure
04	2	22	136	A31-08-1973	03-02-1974	01-01-1974	01-01-1974	34			1	1	04010						3	Mure-Argens		
04	3	17	144	A01-02-1974	28-02-1974	01-03-1974	01-03-1974	34			1	1	04052						3	Palud-sur-Verdon		
04	3	17	144	D25-07-1961	29-07-1961	30-07-1961	30-07-1961	10											3	Palud-sur-Verdon	0	Palud
04			146	A25-10-1973	01-12-1973	01-01-1974	01-01-1974	31					04217						3	Pérusse		
04			147	A09-10-1964	09-12-1964	01-11-1964	01-11-1964	31					04060						0	Peyresq		
04	4	19	149	A31-12-1975D25-11-1976		01-01-1976	01-01-1976	63					04109	0					0	Peyruis		
04			153	A24-09-1973	25-10-1973	01-01-1974	01-01-1974	33					04204						2	Poil		
04	3	11	155	A27-04-1987		01-05-1987	01-05-1987	36					04114						0	Prads-Haute-Bléone		
04	3	11	155	A19-10-1977	30-11-1977	01-01-1978	01-01-1978	11											0	Prads-Haute-Bléone	0	Prads
04	3	11	155	A19-10-1977	30-11-1977	01-01-1978	01-01-1978	34			1	1	04029						0	Prads-Haute-Bléone		
04	3	11	155	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	34			1	1	04114						0	Prads		
04	1	12	161	A06-10-1982		01-11-1982	01-11-1982	36					04119						0	Méolans-Revel		
04	1	12	161	A14-05-1973	14-06-1973	15-05-1973	15-05-1973	11											0	Méolans-Revel	0	Revel
04	1	12	161	A14-05-1973	14-06-1973	15-05-1973	15-05-1973	34			1	1	04119						0	Méolans-Revel		
04			165	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	33					04023						0	Reynier		
04	3	08	167	A30-03-1973	21-06-1973	01-04-1973	01-04-1973	11											3	Robine-sur-Galabre	0	Robine
04	3	08	167	A30-03-1973	21-06-1973	01-04-1973	01-04-1973	32			3	1	04002						3	Robine-sur-Galabre		
04	3	08	167	A30-03-1973	21-06-1973	01-04-1973	01-04-1973	32			3	2	04098						3	Robine-sur-Galabre		
04	3	08	167	A30-03-1973	21-06-1973	01-04-1973	01-04-1973	32			3	3	04213						3	Robine-sur-Galabre		
04			168	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	31					04039						0	Robion		
04	2	22	173	A27-07-1966	04-09-1966	05-09-1966	05-09-1966	32			1	1	04064						0	Saint-André-les-Alpes		
04	3	21	176	D12-09-2005	15-09-2005	16-09-2005	16-09-2005	10											0	Sainte-Croix-du-Verdon	0	Sainte-Croix-de-Verdon
04	3	31	177	A17-07-1973	26-08-1973	01-09-1973	01-09-1973	11											0	Hautes-Duyes	0	Saint-Estève
04	3	31	177	A17-07-1973	26-08-1973	01-09-1973	01-09-1973	32			1	1	04015						0	Hautes-Duyes		
04	4	23	178	D21-06-1988	24-06-1988	25-06-1988	25-06-1988	10											0	Saint-Étienne-les-Orgues	0	Saint-Étienne
04	4	23	178					10											0	Saint-Étienne	0	Saint-Étienne-les-Orgues
04	2	06	183	D20-05-1955	27-05-1955	28-05-1955	28-05-1955	10											0	Saint-Julien-du-Verdon	0	Saint-Julien
04			185	D14-12-1962	19-12-1962	20-12-1962	20-12-1962	31					04046						0	Saint-Jurson		
04	4	13	190			12-06-1980	12-06-1980	21					04112						0	Saint-Martin-les-Eaux		
04	4	13	190	A29-11-1974	04-03-1975	01-01-1975	01-01-1975	33					04112						0	Saint-Martin-les-Eaux		
04	4	10	192	A03-08-1973	18-09-1973	01-01-1974	01-01-1974	34			1	1	04105						0	Saint-Michel-l'Observatoire		
04	1	04	193	D30-11-1998	08-12-1998	09-12-1998	09-12-1998	10											0	Saint-Paul-sur-Ubaye	0	Saint-Paul
04			196	A01-03-1977		01-03-1977	01-03-1977	35					04075						0	Saint-Symphorien		
04			196	A24-09-1973	25-10-1973	01-01-1974	01-01-1974	33					04075						0	Saint-Symphorien		
04	3	05	204	A24-09-1973	25-10-1973	01-01-1974	01-01-1974	34			1	1	04153						0	Senez		
04	4	03	208	A31-10-2013		01-01-2014		36					04038						0	Simiane-la-Rotonde		
04	4	03	208	A31-10-2013		01-01-2014		36					04232						0	Simiane-la-Rotonde		
04	4	03	208	A17-01-1974	28-02-1974	01-03-1974	01-03-1974	34			2	1	04038						0	Simiane-la-Rotonde		
04	4	03	208	A17-01-1974	28-02-1974	01-03-1974	01-03-1974	34			2	2	04232						0	Simiane-la-Rotonde		
04	4	03	208	D24-05-1954	29-05-1954	30-05-1954	30-05-1954	10											0	Simiane-la-Rotonde	0	Simiane
04			212	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	31					04039						0	Taloire		
04			213	A30-03-1973	21-06-1973	01-04-1973	01-04-1973	31					04167						0	Tanaron		
04			215	A29-06-1973	25-02-1974	01-07-1973	01-07-1973	31					04039						0	Taulanne		
04	3	31	217	A25-10-1973	01-12-1973	01-01-1974	01-01-1974	32			1	1	04146						0	Thoard		
04	2	07	219	A31-01-1974	28-02-1974	01-03-1974	01-03-1974	32			1	1	04060						0	Thorame-Haute		
04			221	A13-04-1973	25-05-1973	15-04-1973	15-04-1973	31					04084						0	Trévans		
04			223	A03-03-1959	15-05-1959	16-05-1959	16-05-1959	31					04102						1	Ubaye		
04			225	A19-08-1963A02-09-1963	16-10-1963	01-10-1963	01-10-1963	31					04234						1	Urtis		
04	1	04	226	A26-10-1977A15-12-1977		26-10-1977	26-10-1977	36					04089						1	Uvernet-Fours		
04	1	04	226	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	11											1	Uvernet-Fours	0	Uvernet
04	1	04	226	A30-03-1973	28-04-1973	01-04-1973	01-04-1973	34			1	1	04089						1	Uvernet-Fours		
04			232	A31-10-2013		01-01-2014		35					04208						0	Valsaintes		
04			232	A17-01-1974	28-02-1974	01-03-1974	01-03-1974	33					04208						0	Valsaintes		
04	4	28	234	A19-08-1963A02-09-1963	16-10-1963	01-10-1963	01-10-1963	32			1	1	04225						0	Venterol		
04			238	A09-11-1983	09-11-1983	10-11-1983	10-11-1983	35					04075						0	Vilhosc		
04			238	A24-09-1973	25-10-1973	01-01-1974	01-01-1974	33					04075						0	Vilhosc		
04			239	A29-04-1964	16-06-1964	01-06-1964	01-06-1964	31					04039						0	Villars-Brandis		
04			243	A17-05-1983		01-06-1983	01-06-1983	35					04043						0	Villevieille		
04			243	A08-11-1973	15-12-1973	01-01-1974	01-01-1974	33					04043						0	Villevieille		
05			002	A12-03-2012	27-10-2012	01-01-2013	01-01-2013	33					05139						1	Agnières-en-Dévoluy		
05	2	16	014	D01-02-2001	03-02-2001	04-02-2001	04-02-2001	10											0	Barret-sur-Méouge	0	Barret-le-Bas
05	2	16	014	A10-03-1944		01-05-1944	01-05-1944	32			1	1	05015						0	Barret-le-Bas		
05			015	A10-03-1944		01-05-1944	01-05-1944	31					05014						0	Barret-le-Haut		
05			020	A09-11-2012	14-12-2012	01-01-2013	01-01-2013	33					05132						0	Bénévent-et-Charbillac		
05	1	98	023	A15-11-1988	27-12-1988	01-01-1989	01-01-1989	23					05109						0	Briançon		
05	1	98	023	A09-04-1974	19-05-1974	01-06-1974	01-06-1974	34			1	1	05109						0	Briançon		
05			030	D27-09-1963	04-10-1963	05-10-1963	05-10-1963	31					05145						0	Chabottonnes		
05	2	16	034	A10-03-1944		01-05-1944	01-05-1944	32			1	1	05105						0	Châteauneuf-de-Chabre		
05	2	24	035	D01-08-1953	06-08-1953	07-08-1953	07-08-1953	10											0	Châteauneuf-d'Oze	0	Château-Neuf-d'Oze
05	2	08	036	D07-08-1996	10-08-1996	11-08-1996	11-08-1996	10											0	Châteauroux-les-Alpes	0	Châteauroux
05			041	A16-07-1962A08-10-1962	04-12-1962	01-01-1963	01-01-1963	31					05064						0	Clémence-d'Ambel		
05			042	A12-03-2012	27-10-2012	01-01-2013	01-01-2013	33					05139						3	Cluse		
05	2	08	045	D17-12-1970	29-12-1970	30-12-1970	30-12-1970	10											0	Crots	0	Crottes
05	2	15	051	A16-12-1968	05-02-1969	01-01-1969	01-01-1969	11											1	Étoile-Saint-Cyrice	0	Étoile-le-Château
05	2	15	051	A16-12-1968	05-02-1969	01-01-1969	01-01-1969	32			1	1	05137						1	Étoile-Saint-Cyrice		
05	1	02	058					10											0	Freissinières	0	Fressinières
05	2	99	061	A25-11-1974	27-12-1974	01-01-1975	01-01-1975	34			1	1	05125						0	Gap		
05	2	20	064	A16-07-1962A08-10-1962	04-12-1962	01-01-1963	01-01-1963	11											3	Chapelle-en-Valgaudémar	0	Guillaume-Peyrouse
05	2	20	064	A16-07-1962A08-10-1962	04-12-1962	01-01-1963	01-01-1963	32			1	1	05041						3	Chapelle-en-Valgaudémar		
05			067	A09-11-2012	14-12-2012	01-01-2013	01-01-2013	33					05132						4	Infournas		
05	2	12	070	A02-03-1949	29-03-1949	30-03-1949	30-03-1949	11											0	Laragne-Montéglin	0	Laragne
05	2	12	070	A02-03-1949	29-03-1949	30-03-1949	30-03-1949	32			1	1	05083						0	Laragne-Montéglin		
05			083	A02-03-1949	29-03-1949	30-03-1949	30-03-1949	31					05070						0	Montéglin		
05			105	A10-03-1944		01-05-1944	01-05-1944	31					05034						0	Pomet		
05	1	25	109	A15-11-1988	27-12-1988	01-01-1989	01-01-1989	21					05023						0	Puy-Saint-Pierre		
05	1	25	109	A09-04-1974	19-05-1974	01-06-1974	01-06-1974	33					05023						0	Puy-Saint-Pierre		
05	2	09	112	A07-02-1983	05-05-1983	14-02-1983	14-02-1983	21					05123						0	Rabou		
05	2	09	112	A24-07-1972	15-08-1972	01-01-1973	01-01-1973	33					05123						0	Rabou		
05	2	09	123	A07-02-1983	05-05-1983	14-02-1983	14-02-1983	23					05112						3	Roche-des-Arnauds		
05	2	09	123	A24-07-1972	15-08-1972	01-01-1973	01-01-1973	34			1	1	05112						3	Roche-des-Arnauds		
05			125	A25-11-1974	27-12-1974	01-01-1975	01-01-1975	33					05061						0	Romette		
05	2	18	132	A09-11-2012	14-12-2012	01-01-2013	01-01-2013	34			2	1	05020						0	Saint-Bonnet-en-Champsaur		
05	2	18	132	A09-11-2012	14-12-2012	01-01-2013	01-01-2013	34			2	2	05067						0	Saint-Bonnet-en-Champsaur		
05	2	18	132	D10-03-1988	17-03-1988	18-03-1988	18-03-1988	10											0	Saint-Bonnet-en-Champsaur	0	Saint-Bonnet
05	1	11	134	D16-08-1989	19-08-1989	20-08-1989	20-08-1989	10											0	Saint-Clément-sur-Durance	0	Saint-Clément
05			137	A16-12-1968	05-02-1969	01-01-1969	01-01-1969	31					05051						0	Saint-Cyrice		
05			138	A12-03-2012	27-10-2012	01-01-2013	01-01-2013	33					05139						0	Saint-Disdier		
05	2	19	139	A12-03-2012	27-10-2012	01-01-2013	01-01-2013	11											0	Dévoluy	0	Saint-Étienne-en-Dévoluy
05	2	19	139	A12-03-2012	27-10-2012	01-01-2013	01-01-2013	34			3	1	05002						0	Dévoluy		
05	2	19	139	A12-03-2012	27-10-2012	01-01-2013	01-01-2013	34			3	2	05042						0	Dévoluy		
05	2	19	139	A12-03-2012	27-10-2012	01-01-2013	01-01-2013	34			3	3	05138						0	Dévoluy		
05	2	14	145	D27-09-1963	04-10-1963	05-10-1963	05-10-1963	32			1	1	05030						0	Saint-Jean-Saint-Nicolas		
05	1	13	161	D30-01-1987D30-01-1987	05-02-198707-03-1987	06-02-1987	06-02-1987	10											3	Salle-les-Alpes	0	Salle
05	2	21	163	D13-12-1991	19-12-1991	20-12-1991	20-12-1991	10											2	Sauze-du-Lac	0	Sauze
05	2	21	164	D21-12-1961	27-12-1961	28-12-1961	28-12-1961	10											0	Savines-le-Lac	0	Savines
05	2	07	171	D03-08-1953	12-08-1953	13-08-1953	13-08-1953	10											0	Théus	0	Theus
06	1	02	010	D27-03-1961	01-04-1961	02-04-1961	02-04-1961	10											2	Bar-sur-Loup	2	Bar
06	2	07	015	D22-12-1997	24-12-1997	25-12-1997	25-12-1997	10											0	Berre-les-Alpes	0	Berre-des-Alpes
06	2	07	039	D05-08-1992	13-08-1992	01-09-1992	01-09-1992	10											0	Châteauneuf-Villevieille	0	Châteauneuf-de-Contes
06	2	07	039	D10-11-1961	15-11-1961	16-11-1961	16-11-1961	10											0	Châteauneuf-de-Contes	0	Châteauneuf
06	2	52	067	D21-02-1997	23-02-1997	01-04-1998	01-04-1998	43										0613	0	Gorbio		
06	1	36	079	D25-11-1970	06-12-1970	07-12-1970	07-12-1970	10											0	Mandelieu-la-Napoule	0	Mandelieu
06	2	13	083	D21-02-1997	23-02-1997	01-04-1998	01-04-1998	24											0	Menton		
06	2	52	083	D21-02-1997	23-02-1997	01-04-1998	01-04-1998	24											0	Menton		
06	2	52	104	D21-02-1997	23-02-1997	01-04-1998	01-04-1998	43										0613	0	Roquebrune-Cap-Martin		
06	2	20	106	D30-04-1985	04-05-1985	05-05-1985	05-05-1985	10											0	Roquestéron	0	Roquestéron-Puget
06	2	12	109	D22-01-1962	27-01-1962	28-01-1962	28-01-1962	10											3	Roquette-sur-Var	3	Roquette
06	2	52	113	D21-02-1997	23-02-1997	01-04-1998	01-04-1998	43										0613	0	Sainte-Agnès		
06	2	43	114	D01-02-2001	03-02-2001	04-02-2001	04-02-2001	10											0	Saint-André-de-la-Roche	0	Saint-André
06	1	45	128	D22-03-2011	24-03-2011	25-03-2011	25-03-2011	10											0	Saint-Paul-de-Vence	0	Saint-Paul
06	2	24	129	D17-05-1957	22-05-1957	23-05-1957	23-05-1957	10											0	Saint-Sauveur-sur-Tinée	0	Saint-Sauveur
06	1	25	130	D17-05-1957	22-05-1957	23-05-1957	23-05-1957	10											0	Saint-Vallier-de-Thiey	0	Saint-Vallier
06	2	30	159	D10-03-1988	17-03-1988	18-03-1988	18-03-1988	10											0	Villefranche-sur-Mer	0	Villefranche
06	2	31	162	L15-09-1947	16-09-1947	17-09-1947	17-09-1947	20			1	1							3	Brigue		
06	2	31	163	L15-09-1947	16-09-1947	17-09-1947	17-09-1947	20			1	1							0	Tende		
07	1	03	002	A22-02-2007		01-03-2007	01-03-2007	42									072		1	Ailhon		
07	1	02	003	A22-02-2007		01-03-2007	01-03-2007	42									072		1	Aizac		
07	2	30	005	D30-05-1986	05-06-1986	06-06-1986	06-06-1986	10											1	Alba-la-Romaine	0	Alba
07	2	20	006	L20-03-1912	22-03-1912	01-01-2001	01-01-2001	10											1	Albon-d'Ardèche	1	Albon
07	1	02	011	A22-02-2007		01-03-2007	01-03-2007	42									072		1	Antraigues-sur-Volane		
07	1	02	011	D16-08-1989	19-08-1989	20-08-1989	20-08-1989	10											1	Antraigues-sur-Volane	1	Antraigues
07	1	02	016	A22-02-2007		01-03-2007	01-03-2007	42									072		1	Asperjoc		
